,name,address,categories,id
14874,International Restaurant Sport,,restaurant,OSMway-379425942
14875,Deli 011,,yes;deli,OSMway-379425943
14876,Trend MK,,cafe,OSMway-379425944
14877,Grand Grocery,,yes;supermarket,OSMway-379425945
14878,Lose Vecinos,,yes;supermarket,OSMway-379425946
14879,Axutla Panderia,,restaurant,OSMway-379425947
14880,G&S Hunters,,yes;weapons,OSMway-379425948
14881,Midtown Market,,yes;supermarket,OSMway-379425949
14882,Mister Chimi,,restaurant,OSMway-379425950
14883,Nunez Grocery,,yes;supermarket,OSMway-379425951
14884,Grand Hardware,,yes;hardware,OSMway-379425952
14885,El Jardin,,restaurant,OSMway-379425953
14886,Rafael & Angel Liquors,,yes;alcohol,OSMway-379425954
14887,El Pariso Poblano,,restaurant,OSMway-379425955
14888,Passaic County Social Services,,yes;government,OSMway-379425956
14889,Cathedral of Saint John the Baptist,,place_of_worship,OSMway-379425960
14890,Saint John's Convent,,place_of_worship,OSMway-379428477
14891,Passaic County Court House,Paterson 71 Hamilton Street ,courthouse,OSMway-379428479
14892,Passaic County Superior Court,Paterson 77 Hamilton Street ,courthouse,OSMway-379428480
14893,Passaic County Court House Annex,Paterson 63-65 Hamilton Street ,courthouse,OSMway-379428481
14894,Passaic County Administration Building,Paterson 401 Grand Street ,yes;government,OSMway-379428482
14895,YMCA of Paterson,Paterson 126 Ward Street ,sports_centre,OSMway-379428484
14896,Associated Fire Protection,,industrial,OSMway-379428492
14897,Meter Products,,yes;car_parts,OSMway-379428493
14898,21st Street Playground,,park,OSMway-379428494
14899,Logistics Freezepak,,industrial,OSMway-379428495
14900,Paterson Parking Authority Site 11,Paterson 169 Ward Street ,parking,OSMway-379442226
14901,Robert A. Roe Federal Building,,yes;government,OSMway-379442228
14902,Alexander Hamilton Plaza,,yes,OSMway-379442229
14903,Center City Mall,,yes;mall,OSMway-379442230
14904,Kids Palace,,yes;baby_goods,OSMway-379442231
14905,New Sin Lee Chinese,,restaurant,OSMway-379442233
14906,Pizza City,,restaurant,OSMway-379442234
14907,Paterson Electronics,,yes;electronics,OSMway-379442235
14908,PNC Bank,,bank,OSMway-379442236
14909,Franklin Trust Company Building,Paterson 146-148 Market Street ,retail,OSMway-379442237
14910,Estrellita de Sur,Paterson 16 Clark Street ,restaurant,OSMway-379442241
14911,Citizen's Trust Company Building,Paterson 140 Market Street ,yes,OSMway-379442242
14912,Paterson Parking Authority Site 12 West,,parking,OSMway-379442243
14913,Paterson Parking Authority Site 12 East,,parking,OSMway-379442244
14914,Paterson City Hall,,townhall,OSMway-379442245
14915,Main Street Square,,yes;mall,OSMway-379442246
14916,Broadway Pizzeria & Restaurant,,restaurant,OSMway-379442247
14917,Bravo,,yes;supermarket,OSMway-379442250
14918,First Baptist Church,,place_of_worship,OSMway-379442252
14919,Valenti's Bakeries,,yes;bakery,OSMway-379442253
14920,Super Supermarket,,yes;supermarket,OSMway-379442255
14921,Taqueria San Isidro,,restaurant,OSMway-379442256
14922,Washington Fishery,,yes;seafood,OSMway-379442257
14923,Paterson City Municipal Courthouse,,courthouse,OSMway-379442259
14924,Paterson Police Department,,police,OSMway-379442260
14925,Wendy's,Paterson 145 Broadway ,fast_food,OSMway-379442261
14926,Broadway Academic Center,,college,OSMway-379442265
14927,Paterson Parking Authority Site 8,,parking,OSMway-379442266
14928,Norman S. Weir Elementary School,Paterson 152 College Boulevard ,school;school,OSMway-379442267
14929,Our Lady of Victories Roman Catholic Church,Paterson 100 Fair Street ,place_of_worship,OSMway-379442268
14930,Paterson City Board of Health,,yes;government,OSMway-379442269
14931,Wilson Auto Parts,,yes;car_parts,OSMway-379442283
14932,CUMAC Food Bank,Paterson 223 Ellison Street ,social_facility,OSMway-379442284
14933,Lot 3,Paterson 160 Van Houten Ave ,parking,OSMway-379442285
14934,Lot 2,,parking,OSMway-379442286
14935,Metro C-Mart,,yes;convenience,OSMway-379446863
14936,Coastal,,fuel,OSMway-379446865
14937,La Pupusa Loca,,restaurant,OSMway-379446870
14938,New Christian Missionary,,place_of_worship,OSMway-379446871
14939,Peter Grocery,,yes;supermarket,OSMway-379446873
14940,Good Shepard Pentecostal Church,,place_of_worship,OSMway-379446874
14941,Dag Hammarskjold Plaza Greenmarket,,marketplace,OSMway-379458333
14942,Boys & Girls Club of Paterson,,sports_centre,OSMway-379477706
14943,Northside Firehouse (Engine Company 4),Paterson 48 Temple Street ,fire_station,OSMway-379477707
14944,Circle Ave Grocery,,yes;supermarket,OSMway-379477708
14945,BridgeHope Community Church,Paterson 12 North 5th Street ,place_of_worship,OSMway-379477709
14946,Commons Field,,pitch,OSMway-379477710
14947,Rick's General Store,,yes;convenience,OSMway-379477712
14948,Silk City Fibers,,industrial,OSMway-379477713
14949,Apparel Finishing,,industrial,OSMway-379477714
14950,Rudy's Carribean,,restaurant,OSMway-379477715
14951,Burger King,,fast_food,OSMway-379477716
14952,Belmont Mini-Mart,,yes;convenience,OSMway-379477717
14953,Dr. Pizza,,restaurant,OSMway-379477718
14954,Belmont Liquors,,yes;alcohol,OSMway-379477719
14955,German Seventh Day Adventist Church,,place_of_worship,OSMway-379477720
14956,El Camino,,restaurant,OSMway-379477721
14957,Andy's Bar,,bar,OSMway-379477722
14958,Pentecostal Lighthouse Church,,place_of_worship,OSMway-379478348
14959,Christian Assembly Church,,place_of_worship,OSMway-379478349
14960,Paterson Academy for Urban Leadership,Paterson 112 North 5th Street ,school,OSMway-379478350
14961,Northside Chapel,,place_of_worship,OSMway-379478352
14962,Christ Methodist Church,,place_of_worship,OSMway-379478355
14963,Paterson Public Library - First Ward Branch,,library,OSMway-379478359
14964,Church of Jesus Christ,,place_of_worship,OSMway-379478362
14965,Gilmore Memorial Tabernacle,,place_of_worship,OSMway-379478364
14966,Paterson Deliverance Evangelical Center,,place_of_worship,OSMway-379478366
14967,Sixth Holland Reformed Church,,place_of_worship,OSMway-379478370
14968,Serenity Baptist Church,,place_of_worship,OSMway-379478373
14969,Urban Agriculture,,garden,OSMway-379488600
14970,The Hamiltonian DoubleTree by Hilton,,construction,OSMway-379489230
14971,Juan Pablo Duarte Plaza,,park,OSMway-379489233
14972,Paterson Post Office,,post_office,OSMway-379489234
14973,Church of God,,place_of_worship,OSMway-379489862
14974,Edward W. Kilpatrick School of Discovery,Paterson 295 Ellison Street ,school;school,OSMway-379489864
14975,First African Methodist Episcopal Zion Church,,place_of_worship,OSMway-379489865
14976,Saint Anthony's Roman Catholic Church,,place_of_worship,OSMway-379489866
14977,Saint Stephen's Roman Catholic Church,Paterson 86 Martin Street ,place_of_worship,OSMway-379489869
14978,Roberto Clemente Park,,park,OSMway-379489871
14979,Saint Athanasios Greek Orthodox Church,,place_of_worship,OSMway-379489874
14980,Saint Joseph's Roman Catholic Church,,place_of_worship,OSMway-379489875
14981,Church of the Holy Communion,,place_of_worship,OSMway-379489877
14982,Danforth Memorial Public Library,,library,OSMway-379489878
14983,Paterson Community Health Center,Paterson 227 Broadway ,clinic;clinic,OSMway-379489879
14984,New Shiloh Missionary Baptist Church,Paterson 209 Broadway ,place_of_worship,OSMway-379489880
14985,First Church of Christ Scientist,,place_of_worship,OSMway-379489881
14986,Central Reformed Church,,place_of_worship,OSMway-379489882
14987,Community Baptist Church,,place_of_worship,OSMway-379489883
14988,Saint Augustine Presbyterian Church,,place_of_worship,OSMway-379489884
14989,Second Baptist Church,,place_of_worship,OSMway-379489885
14990,Frontera Park,,park,OSMway-379542657
14991,Peter Chahales Park,,park,OSMway-379542658
14992,Crowley Playground,,park,OSMway-379587713
14993,Pier 46,,recreation_ground,OSMway-379634631
14994,Pier i Cafe,,cafe;detached,OSMway-379804456
14995,Solid Rock Baptist Church,,place_of_worship,OSMway-379961721
14996,Hospital Plaza,,hospital,OSMway-379961723
14997,DePaul Ambulatory Care Center,,hospital,OSMway-379961724
14998,Saint Agnes Roman Catholic Church,Paterson 681 Main Street ,place_of_worship;church,OSMway-379961725
14999,Iglesia De Dios Pentecostal,Paterson 161 Barclay Street ,place_of_worship,OSMway-379961726
15000,Main & Hine Street Triangle,,park,OSMway-379961734
15001,Saint Joseph Hospital Harbor House,Paterson 645 Main Street ,social_facility,OSMway-379961736
15002,Grancho,,restaurant,OSMway-379961737
15003,Mi Kausita,,restaurant,OSMway-379961738
15004,Congregation of Yahweh,,place_of_worship,OSMway-379961739
15005,K&G Petroleum,,fuel,OSMway-379961740
15006,Hogar Infantile Child Development Center,,childcare,OSMway-379961741
15007,Promar Precision Engines,,yes;car_repair,OSMway-379961742
15008,Popeyes Auto Glass,,yes;car_repair,OSMway-379961743
15009,Westminster Presbyterian Church,,place_of_worship,OSMway-379961744
15010,Lopez Deli & Grocery,,yes;supermarket,OSMway-379961745
15011,Tacuballa,,restaurant,OSMway-379961746
15012,Abuelito Cheese,,yes;cheese,OSMway-379961747
15013,Savco Restaurant Equipment,,industrial,OSMway-379961748
15014,Body Worx Hardcore Gym,,sports_centre,OSMway-379961749
15015,Los Primos Bar & Liquor,,bar,OSMway-379961750
15016,Century Pizzeria,,restaurant,OSMway-379961751
15017,C-Town Supermarket,,yes;supermarket,OSMway-379961752
15018,Health Care Pharmacy,,pharmacy;pharmacy,OSMway-379961754
15019,United States Merchant Marine Academy,,college,OSMway-380076856
15020,Elmhurst Branch Queens Borough Public Library,Elmhurst 86-07 Broadway ,library;civic,OSMway-380135553
15021,Jewish Center of Atlantic Beach,Atlantic Beach 100 Nassau Avenue ,place_of_worship,OSMway-380200360
15022,Modera Lofts,Jersey City 350 Warren Street ,apartments,OSMway-380292304
15023,70 Columbus,Jersey City 70 Christopher Columbus Drive ,apartments,OSMway-380292530
15024,Memorial Park,,park,OSMway-380294002
15025,Willowbrook (NJ) - Macy's Furniture Lot,Wayne 523-531 Willowbrook Boulevard ,parking,OSMway-380443285
15026,Clark Commons,Clark 1225 Raritan Road ,retail,OSMway-380508152
15027,"Firehouse, Main Station",Irvington 1 Civic Square ,fire_station,OSMway-380523805
15028,World's Fair Playground,,playground,OSMway-380573983
15029,Baseball Field 13,,pitch,OSMway-380573985
15030,Baseball Field 15,,pitch,OSMway-380573991
15031,Baseball Field 14,,pitch,OSMway-380573995
15032,Mauro Playground,,playground,OSMway-380630651
15033,Kissena Corridor Park,,park,OSMway-380777221
15034,Silent Springs Playground,,playground,OSMway-380781881
15035,Playground One Forty Six (CXLVI),,playground,OSMway-380781886
15036,Evergreen Community Garden,,fence;garden,OSMway-380818498
15037,Rachel Carson Playground,,park,OSMway-380845005
15038,Field 7,,pitch,OSMway-380968274
15039,Field 8,,pitch,OSMway-380968275
15040,Field 1,,pitch,OSMway-380968277
15041,Field 2,,pitch,OSMway-380968283
15042,Field 6,,pitch,OSMway-380968287
15043,Field 5,,pitch,OSMway-380968292
15044,Four Winds Playground,,playground,OSMway-380968294
15045,Field 3,,pitch,OSMway-380968295
15046,Field 9,,pitch,OSMway-380968298
15047,Field 4,,pitch,OSMway-380968300
15048,Ella Fitzgerald Playground,,playground,OSMway-381052502
15049,School of Communication and Media,,construction,OSMway-381092744
15050,Your Laundry,,yes;laundry,OSMway-381146157
15051,Montclair Art Museum,Montclair 3 South Mountain Avenue ,museum,OSMway-381150573
15052,Whole Foods Market,,yes;supermarket,OSMway-381150574
15053,Montclair Police Department,Montclair US 55 Valley Road ,police,OSMway-381151631
15054,Toast,Montclair US 700 Bloomfield Avenue ,restaurant,OSMway-381151633
15055,Thai Chef,Montclair US 664 Bloomfield Avenue ,restaurant,OSMway-381156935
15056,Delta,Montclair US 651 Bloomfield Avenue ,fuel,OSMway-381156936
15057,Ferrara's Auto Body,Montclair US 33 Orange Road ,yes;car_repair,OSMway-381157825
15058,The Office Beer Bar & Grill,,bar,OSMway-381160767
15059,Let's Yo! Yogurt,Montclair US 31 Valley Road ,ice_cream,OSMway-381160769
15060,Bluff City BBQ,Montclair US 23 Midland Avenue ,restaurant,OSMway-381160770
15061,Union Baptist Church,Montclair US 36 Portland Place ,place_of_worship,OSMway-381160771
15062,"Queens College, City University of New York",Queens 65 30 Kissena Boulevard ,university,OSMway-381275402
15063,Public School 92 - Harry T. Stewart Senior,99-01 34th Avenue ,school,OSMway-381296336
15064,Van Amringe Memorial,,house,OSMway-381417285
15065,Holy Trinity Cathedral,New York 359 Broome Street ,place_of_worship,OSMway-381429969
15066,Queensborough Community College - City University of New York,Bayside 222-05 56th Avenue ,university,OSMway-381539599
15067,Wells Fargo,Westfield 443 North Avenue West ,bank,OSMway-382005418
15068,The Waterfront Museum,290 Conover Street ,museum,OSMway-382183589
15069,Pier 44 Waterfront Garden,,park,OSMway-382186093
15070,Public School 30,,school,OSMway-382188998
15071,South Brooklyn Community High School,,school,OSMway-382188999
15072,Public School 15 Patrick F. Daly,,school,OSMway-382189000
15073,Harold Ickes Playground,,park,OSMway-382190767
15074,Urban Meadow,125 Van Brunt Street ,fence;garden,OSMway-382190768
15075,Pierrepont Playground,Brooklyn Pierrepont Street @ Pierreont Place ,playground,OSMway-382191585
15076,Lexington Inn - Brooklyn NY,Brooklyn 2473 Atlantic Avenue ,yes;hotel,OSMway-382231148
15077,Sparrow's Nest Community Gardens,,garden,OSMway-382243431
15078,William F Moore Park,,park,OSMway-382243432
15079,Intermediate School 61 - Leonardo da Vinci,98-50 50th Avenue ,school,OSMway-382243433
15080,Lewis Simeone Park,,park,OSMway-382243435
15081,Josephine Caminiti Playground,,playground,OSMway-382243438
15082,Libra Triangle,,park,OSMway-382252581
15083,Newtown Playground,,park,OSMway-382252582
15084,American Triangle,,park,OSMway-382282477
15085,Public School 16 - Nancy Debenittis School,,school,OSMway-382282481
15086,Salvatore Bontempo Memorial Park,,park,OSMway-382544032
15087,Judge Moses Weinstein Playground,,park,OSMway-382664539
15088,Freedom Square,,park,OSMway-382668135
15089,Queens Valley Playground,,park,OSMway-382668146
15090,Vleigh Playground,,park,OSMway-382669634
15091,Long Island Motor Parkway,,park,OSMway-382674171
15092,Saint Francis Preparatory School,6100 Francis Lewis Boulevard ,school,OSMway-382724711
15093,Holy Cow Playground,,park,OSMway-382724712
15094,Public School 4,196-25 Peck Avenue ,school,OSMway-382724713
15095,Public School 76,,school,OSMway-383395494
15096,Future Leaders Institute,,school,OSMway-383395628
15097,Public School 29,125-10 23rd Avenue ,school,OSMway-383575261
15098,Public School 15,121-15 Lucas Street ,school,OSMway-383575288
15099,Public School 193,152-20 11th Avenue ,school,OSMway-383575289
15100,Public School 31,213-45 46th Road ,school,OSMway-383575290
15101,Public School 14,,school,OSMway-383592575
15102,Triassic Playground,,playground,OSMway-383641603
15103,121st Precinct,Staten Island 970 Richmond Avenue ,police,OSMway-383663646
15104,Graniteville Quarry Park,,park,OSMway-383664812
15105,The Noguchi Museum,Long Island City 9-01 33rd Road ,museum,OSMway-383689939
15106,Westfield Memorial Library,Westfield 550 East Broad Street ,library,OSMway-384123016
15107,Model Aircraft Field,,model_aerodrome,OSMway-384165048
15108,Corona Park Cafe,,cafe,OSMway-384828519
15109,Garden of Meditation,,garden,OSMway-384861408
15110,America-Israel Friendship Grove,,garden,OSMway-384861410
15111,Udall's Cove,,meadow,OSMway-384882284
15112,Essex County Correctional Facility,,prison,OSMway-384931940
15113,Wald Playground,,playground,OSMway-385103133
15114,Ralph Bunche Park,,park,OSMway-385106972
15115,Saint Michael's Park,,park,OSMway-385247973
15116,National,,car_rental,OSMway-385280490
15117,Airpark,,parking,OSMway-385307451
15118,AeroFarms,Newark 212 Rome Street ,commercial,OSMway-385345562
15119,Public School 39,417 6th Avenue ,school,OSMway-385362499
15120,Hallett Nature Sanctuary,,nature_reserve,OSMway-385442738
15121,Cop Cot,,shelter,OSMway-385442739
15122,Olmsted Flower Bed,,garden,OSMway-385460488
15123,The Dene,,garden,OSMway-385460489
15124,East Green,,grass,OSMway-385460493
15125,Billy Johnson Playground,,playground,OSMway-385460720
15126,Oak Island Yard,,railway;yard,OSMway-385750748
15127,Rumsey Playfield,,theatre,OSMway-385852029
15128,PS 372 The Chlidren's School,512 Carroll Street ,school,OSMway-385874087
15129,Cedar Hill,,grass,OSMway-385883936
15130,James Michael Levin Playground,,playground,OSMway-385883939
15131,Riverton Square Apartments,,residential,OSMway-386103671
15132,Manhattanville Houses,,residential,OSMway-386104040
15133,The Sopranos House,North Caldwell 14 Aspen Drive ,yes,OSMway-386483120
15134,Taino Towers,,residential,OSMway-386739139
15135,Stephen Wise Towers,,residential,OSMway-386800718
15136,William Howard Taft Houses,,residential,OSMway-386804562
15137,East River Houses,,residential,OSMway-386804925
15138,George Washington Carver Houses,,residential,OSMway-386805000
15139,Lexington Houses,,residential,OSMway-386805089
15140,John Haynes Holmes Towers,,residential,OSMway-386806375
15141,Big Six Towers,,residential,OSMway-386807146
15142,Masaryk Towers,,residential,OSMway-386807299
15143,First Houses,,residential,OSMway-386807432
15144,Williamsburg Houses,,residential,OSMway-386808152
15145,Cooper Park Houses,,residential,OSMway-386808219
15146,Hopewell Baptist Church,,yes,OSMway-386947102
15147,West Kenney Junior High School,,school,OSMway-386947142
15148,Morton Street Elementary School,,school,OSMway-386947299
15149,Queen of Angels School,,school,OSMway-386947352
15150,Dollar Tree,,variety_store,OSMway-386947397
15151,Eighteenth Avenue Elementary School,229 18th Avenue ,school,OSMway-387149982
15152,Essex County Hall of Records,,yes,OSMway-387149983
15153,Saint Peters School,,school,OSMway-387149987
15154,Springfield Branch Newark Public Library,,library,OSMway-387149988
15155,Behavioral Health Science,,yes,OSMway-387150043
15156,Rutgers Health Sciences Power Plant,,plant,OSMway-387150086
15157,Israel Memorial AME church,,place_of_worship,OSMway-387150119
15158,Camden Street Elementary School,,school,OSMway-387150120
15159,Greater Newark Conservancy,,yes;association,OSMway-387150335
15160,Essex County Technical Careers Center,,school,OSMway-387208848
15161,Newark City Hall,,townhall,OSMway-387208849
15162,St. Nicholas Greek Orthodox Church,,place_of_worship,OSMway-387208888
15163,80 Park Plaza,80 Park Place ,yes,OSMway-387208902
15164,Ruth and Arthur Smadbeck-Heckscher East Playground,,playground,OSMway-387216147
15165,Tarr-Coyne Tots Playground,,playground,OSMway-387216149
15166,ShopRite,,warehouse,OSMway-387224670
15167,Bartlett Dairy,,greenfield,OSMway-387229361
15168,Tarr-Coyne Wild West Playground,,playground,OSMway-387346302
15169,Robert Bendheim Playground,,playground,OSMway-387351387
15170,Conservatory Garden,,garden,OSMway-387351390
15171,Glen Span Arch,,bridge,OSMway-387386578
15172,Brownsville Houses,,residential,OSMway-387715817
15173,Samuel J. Tilden Houses,,residential,OSMway-387715977
15174,Seth Low Houses,,residential,OSMway-387716483
15175,Howard Houses,,residential,OSMway-387717616
15176,Langston Hughes Apartments,,residential,OSMway-387717944
15177,Glenmore Plaza,,residential,OSMway-387718109
15178,Van Dyke Houses,,residential,OSMway-387718366
15179,Marcus Garvey Houses,,residential,OSMway-387718764
15180,Kingsborough Houses,,residential,OSMway-387719144
15181,Rutgers Houses,,residential,OSMway-387719442
15182,Village View Houses,,residential,OSMway-387719589
15183,Woodrow Wilson Houses,,residential,OSMway-387720109
15184,DeWitt Clinton Houses,,residential,OSMway-387720291
15185,DeWitt Clinton Houses,,residential,OSMway-387720304
15186,Hempstead House,,yes,OSMway-387756119
15187,A. Phillip Randolph Houses,,residential,OSMway-387757113
15188,Jackie Robinson Houses,,residential,OSMway-387757743
15189,James A. Bland Houses,,residential,OSMway-387787128
15190,Lewis H. Latimer Gardens,,residential,OSMway-387787195
15191,South Jamaica Houses,,residential,OSMway-387787633
15192,Linden Houses,,residential,OSMway-387787736
15193,Boulevard Houses,,residential,OSMway-387787737
15194,Louis H. Pink Houses,,residential,OSMway-387788227
15195,Cypress Hills Houses,,residential,OSMway-387788313
15196,Edenwald Houses,,residential,OSMway-387788797
15197,Baychester Houses,,residential,OSMway-387788827
15198,Boston Secor Houses,,residential,OSMway-387788903
15199,Gun Hill Houses,,residential,OSMway-387789201
15200,Gouverneur Morris Houses,,residential,OSMway-387789332
15201,Morrisania Houses,,residential,OSMway-387789367
15202,Morrisania Air Rights,,residential,OSMway-387789808
15203,John Lovejoy Elliott Houses,,residential,OSMway-387790419
15204,Chelsea Houses,,residential,OSMway-387790424
15205,Garage B,,parking,OSMway-387882757
15206,Bushwick Houses,,residential,OSMway-387960786
15207,Forest Hills Co-Op,,residential,OSMway-387969831
15208,Stapleton Houses,,residential,OSMway-387970535
15209,South Beach Houses,,residential,OSMway-387971237
15210,Gen. Charles W. Berry Houses,,residential,OSMway-387971451
15211,West Brighton Houses,,residential,OSMway-387971457
15212,Mariner's Harbor Houses,,residential,OSMway-387971481
15213,Cassidy-Lafayette Houses,,residential,OSMway-387972018
15214,Richmond Terrace Houses,,residential,OSMway-387973659
15215,Todt Hill Houses,,residential,OSMway-387973921
15216,Luna Park Houses,,residential,OSMway-387974779
15217,Samuel Gompers Houses,,residential,OSMway-387976276
15218,East Midtown Plaza,,residential,OSMway-387977073
15219,The Snack Shack,,restaurant,OSMway-388123075
15220,Sea Bird Aviary,,yes,OSMway-388136252
15221,4-D Theater,,theatre,OSMway-388137235
15222,West 110th Street Playground,,playground,OSMway-388243117
15223,Chelsea waterside basketball court,,pitch,OSMway-388274375
15224,Diana Ross Playground,,playground,OSMway-388310490
15225,American Museum of Natural History,New York 180 Central Park West ,museum;museum,OSMway-388436810
15226,College Point Yacht Club,,marina,OSMway-388863616
15227,Cityplex 12,,cinema,OSMway-389068250
15228,Kayco,,yes,OSMway-389275596
15229,Nostrand Houses,,residential,OSMway-389324514
15230,Sheepshead Bay Houses,,residential,OSMway-389324540
15231,Coney Island Houses,,residential,OSMway-389325030
15232,Gravesend Houses,,residential,OSMway-389325518
15233,Raymond V. Ingersoll Houses,,residential,OSMway-389325724
15234,Marcy Houses,,residential,OSMway-389456901
15235,Tompkins Houses,,residential,OSMway-389457099
15236,Sumner Houses,,residential,OSMway-389457509
15237,Albany Houses,,residential,OSMway-389458023
15238,Hope Gardens,,residential,OSMway-389458468
15239,Jonathan Williams Plaza,,residential,OSMway-389458915
15240,Taylor-Wythe Houses,,residential,OSMway-389459135
15241,Onehundredthirtysixth Street Playground,,park,OSMway-389547537
15242,Public School 129,128-02 7th Avenue ,school,OSMway-389547542
15243,Poppenhusen Playground,,park,OSMway-389586605
15244,Saint John Lutheran School,,school,OSMway-389589153
15245,Williamsburgh Yacht Club,,marina,OSMway-389589159
15246,Arrow Yacht Club,,marina,OSMway-389589160
15247,115th Street Playground,,park,OSMway-389592778
15248,Saint Agnes Academy High School,13-20 124th Street ,school,OSMway-389598465
15249,College Point Park,,park,OSMway-389598466
15250,College Point Collaborative,College Point 12406 14th Avenue ,school,OSMway-389598467
15251,Poppenhusen Triangle,,park,OSMway-389691037
15252,Breukelen Houses,,residential,OSMway-389994366
15253,James L. Fleming Park,,park,OSMway-390078675
15254,Randall Playground,,park,OSMway-390086292
15255,Public School 47,225 East 23rd Street ,school,OSMway-390366867
15256,Cooper Gramercy,,apartments,OSMway-390366871
15257,New Dorp Beach,,residential,OSMway-390519510
15258,Harlem Children's Zone - Promise Academy,New York 245 West 129th Street ,school,OSMway-390548868
15259,Throggs Neck Houses,,residential,OSMway-390650412
15260,The Tillary Hotel,Brooklyn 85 Flatbush Avenue Extension ,hotel;hotel,OSMway-390695789
15261,Glenwood Houses,,residential,OSMway-390729186
15262,Baisley Park Houses,,residential,OSMway-390733147
15263,Maritime Academic Center,,yes,OSMway-390924805
15264,The TIV,,yes,OSMway-390924806
15265,Vander Clute Hall,,yes,OSMway-390924807
15266,A and B Company,,yes,OSMway-390924808
15267,C and D Company,,yes,OSMway-390924809
15268,Admission's Building,,yes,OSMway-390924813
15269,The Orpheum,,yes,OSMway-391930507
15270,Jones Hall,591 Montgomery Street ,yes,OSMway-391930509
15271,The Capitol,,apartments,OSMway-391930513
15272,The Mercury,,apartments,OSMway-391936452
15273,One Morningside Park,321 West 110th Street ,residential,OSMway-392387442
15274,Riverfront Park,,park,OSMway-392546810
15275,Public School 54,Brooklyn 195 Sandford Street ,school,OSMway-392694312
15276,Bernard Haber Houses,,residential,OSMway-393289699
15277,Fiorentino Plaza,,residential,OSMway-393290086
15278,Building 81 Parking,,parking,OSMway-393391800
15279,Budget Car Rental,,retail,OSMway-393391811
15280,Uber Limo Livery Hold Lot,,taxi,OSMway-393403105
15281,Pilgrim Hill,,grass,OSMway-393449121
15282,Planet Honda,,yes;car,OSMway-393937785
15283,United States Post Office,,post_office,OSMway-393937791
15284,Lukoil,,fuel,OSMway-393937797
15285,Chick-fil-A,,fast_food,OSMway-393937801
15286,Pizza Hut,,restaurant,OSMway-393937810
15287,Sprint,,yes;mobile_phone,OSMway-394763263
15288,Brady Playground,,playground,OSMway-394982859
15289,The Mount Sinai Hospital,New York 1 Gustave L. Levy Place ,hospital;hospital,OSMway-395304938
15290,Pedro Albizu Campos Plaza,,residential,OSMway-395486082
15291,Dark Side of the Moo,Jersey City 52 Bowers Street ,restaurant,OSMway-395915639
15292,Mo's Bait and Tackle,,commercial,OSMway-395924365
15293,Ogden Suites,Jersey City 410 Ogden Avenue ,yes,OSMway-395925891
15294,Milk Sugar Love,Jersey City 394 Palisade Avenue ,commercial,OSMway-395941522
15295,The Palisade,,yes;alcohol,OSMway-396091533
15296,The Doric,Union City 100 Manhattan Avenue ,apartments,OSMway-396091573
15297,Pohlmann's Hall,154 Ogden Avenue ,yes,OSMway-396099398
15298,Trolley Car,,restaurant,OSMway-396113086
15299,Janet Moore,,park,OSMway-396113957
15300,Supremo,,yes;supermarket,OSMway-396113960
15301,The Cliffs,Jersey City 100 Paterson Plank Road ,residential,OSMway-396114182
15302,Burger King,,fast_food,OSMway-396117294
15303,City Fourniture,,yes;furniture,OSMway-396117295
15304,Tropicana,,restaurant,OSMway-396124526
15305,Pershing Pool,,swimming_pool,OSMway-396126614
15306,Pershing Rinks,,ice_rink,OSMway-396126615
15307,Pershing Field Community Center,,community_centre,OSMway-396126616
15308,Lee's Liquor,,yes;alcohol,OSMway-396131315
15309,Parking Lot E,,parking,OSMway-396249563
15310,Harlem River Event Area,,grass,OSMway-396255097
15311,Sky Club Parking Garage,,parking,OSMway-396328953
15312,Albert Dorman Honors College,,apartments,OSMway-396415908
15313,Greek Residence Building 1,,apartments,OSMway-396415909
15314,Greek Residence Building 2,,apartments,OSMway-396415911
15315,Greek Residence Building 3,,apartments,OSMway-396415914
15316,Greek Residence Building 4,,apartments,OSMway-396415916
15317,Greek Residence Building 5,,apartments,OSMway-396415917
15318,Prudential Building,Newark 213 Washington Street ,commercial,OSMway-396416934
15319,7th Heaven Food Mart,,convenience,OSMway-396444865
15320,7 Even,,fuel,OSMway-396444866
15321,Chef of India,,restaurant,OSMway-396463650
15322,Sherman Arms,Jersey City 125 Sherman Avenue ,apartments,OSMway-396463678
15323,Saint Paul of the Cross Church,,place_of_worship,OSMway-396829061
15324,C.H. Martin's,,retail,OSMway-396833849
15325,Reneto's Pizza Master,,restaurant;retail,OSMway-396833897
15326,Paulie's Brick House,,bar,OSMway-396834002
15327,Dunkin',,fast_food;retail,OSMway-396834007
15328,Singh's Farms,,yes;supermarket,OSMway-396834036
15329,Jersey Drugs,,pharmacy;retail;pharmacy,OSMway-396834060
15330,Saint Nicholas Ractory,,yes,OSMway-396843272
15331,Saint Nicholas School,,school;school,OSMway-396843275
15332,Saint Nicholas Church,,place_of_worship,OSMway-396843276
15333,Boost Mobile,,yes;mobile_phone,OSMway-396946739
15334,Summit Ave Playground,,playground,OSMway-396986785
15335,Jersey Cycles,Jersey City 510 Central Avenue ,bicycle,OSMway-397013803
15336,Capital One,,bank,OSMway-397176980
15337,D&D Discounts and Deals 2,,commercial,OSMway-397176984
15338,Metro by T-Mobile,,mobile_phone,OSMway-397398608
